municipality,score,title,url,snippet
"山ノ内町","0","やまのうちの農産物Agricultural products of Yamanouchi Town","https://www.town.yamanouchi.nagano.jp/soshiki/nogyoshinko/gyomu/nosanbutsu/453.html","やまのうちの農産物Agricultural products of Yamanouchi Town やまのうちの農産物Agricultural products of Yamanouchi Town 2024年08月09日 農業 https://www.town.yamanouchi.nagano.jp/soshiki/nogyoshinko/gyomu/nosanbutsu/453.html"
"山ノ内町","0","転校するときの手続き","https://www.town.yamanouchi.nagano.jp/chogai/2103.html","転校するときの手続き 転校するときの手続き 2024年04月03日 福祉 通学 https://www.town.yamanouchi.nagano.jp/chogai/2103.html"
"山ノ内町","0","転校するときの手続き","https://www.town.yamanouchi.nagano.jp/chonai/2104.html","転校するときの手続き 転校するときの手続き 2024年04月03日 福祉 通学 https://www.town.yamanouchi.nagano.jp/chonai/2104.html"
"山ノ内町","0","引越し・住まい","https://www.town.yamanouchi.nagano.jp/life_scene/hikkoshi/index.html","引越し・住まい 引越し・住まい 移住 https://www.town.yamanouchi.nagano.jp/life_scene/hikkoshi/index.html"
"山ノ内町","0","医療・健康","https://www.town.yamanouchi.nagano.jp/life_scene/1478.html","医療・健康 医療・健康 予防接種 https://www.town.yamanouchi.nagano.jp/life_scene/1478.html"
"小布施町","0","子育て","https://www.town.obuse.nagano.jp/life-event/parenting/","子育て 子育て 子育て https://www.town.obuse.nagano.jp/life-event/parenting/"
"小布施町","0","健康・福祉","https://www.town.obuse.nagano.jp/welfare/","健康・福祉 健康・福祉 福祉 https://www.town.obuse.nagano.jp/welfare/"
"小布施町","0","子育て・教育","https://www.town.obuse.nagano.jp/parenting/","子育て・教育 子育て・教育 子育て https://www.town.obuse.nagano.jp/parenting/"
"小布施町","0","栗ガ丘小学校田植え教室が行われました（6月4日）","https://www.town.obuse.nagano.jp/photo-news/335226.html","栗ガ丘小学校田植え教室が行われました（6月4日） 栗ガ丘小学校田植え教室が行われました（6月4日） 農業 https://www.town.obuse.nagano.jp/photo-news/335226.html"
"小布施町","0","長野県立大学と連携協定を締結しました（5月11日）","https://www.town.obuse.nagano.jp/photo-news/332786.html","長野県立大学と連携協定を締結しました（5月11日） 長野県立大学と連携協定を締結しました（5月11日） 子育て https://www.town.obuse.nagano.jp/photo-news/332786.html"
"小布施町","0","未就学児","https://www.town.obuse.nagano.jp/parenting/pre-school/","未就学児 未就学児 就学 https://www.town.obuse.nagano.jp/parenting/pre-school/"
"小布施町","0","児童福祉","https://www.town.obuse.nagano.jp/parenting/child-welfare/","児童福祉 児童福祉 福祉 https://www.town.obuse.nagano.jp/parenting/child-welfare/"
"木島平村","0","健康づくり","https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kenkou/","健康づくり 健康づくり 福祉 予防接種 https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kenkou/"
"木島平村","0","医療・年金","https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kokuho/","医療・年金 医療・年金 福祉 https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kokuho/"
"木島平村","0","農業情報","https://www.vill.kijimadaira.lg.jp/categories/kubun/hataraku/nougyou/","農業情報 農業情報 農業 https://www.vill.kijimadaira.lg.jp/categories/kubun/hataraku/nougyou/"
"木島平村","0","クーリングシェルターの開放について","https://www.vill.kijimadaira.lg.jp/articles/2025072500010/","クーリングシェルターの開放について クーリングシェルターの開放について 2026年7月13日 福祉 https://www.vill.kijimadaira.lg.jp/articles/2025072500010/"
"木島平村","0","各種施設のご案内","https://www.vill.kijimadaira.lg.jp/categories/annai/sisetsu/","各種施設のご案内 各種施設のご案内 福祉 https://www.vill.kijimadaira.lg.jp/categories/annai/sisetsu/"
"木島平村","0","防災対策","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/bousai/taisaku/","防災対策 防災対策 2026年07月13日 農業 https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/bousai/taisaku/"
"木島平村","0","AED設置場所","https://www.vill.kijimadaira.lg.jp/articles/2013020700032/","AED設置場所 AED設置場所 2013年3月21日 福祉 https://www.vill.kijimadaira.lg.jp/articles/2013020700032/"
"木島平村","0","関連リンク集","https://www.vill.kijimadaira.lg.jp/articles/2013031100029/","関連リンク集 関連リンク集 2017年4月27日 農業 福祉 https://www.vill.kijimadaira.lg.jp/articles/2013031100029/"
"木島平村","0","長野県木島平村移住ガイド","https://www.vill.kijimadaira.lg.jp/photobook/guidebook/index.html","長野県木島平村移住ガイド 移住 https://www.vill.kijimadaira.lg.jp/photobook/guidebook/index.html"
"木島平村","0","庭と物置付きの使い勝手の良い平屋住宅","https://www.vill.kijimadaira.lg.jp/empty_house/2026050700026/","庭と物置付きの使い勝手の良い平屋住宅 庭と物置付きの使い勝手の良い平屋住宅 2026年05月14日 住宅 空き家 https://www.vill.kijimadaira.lg.jp/empty_house/2026050700026/"
"木島平村","0","駐車スペース充実、2階建て住宅","https://www.vill.kijimadaira.lg.jp/empty_house/2026051200013/","駐車スペース充実、2階建て住宅 駐車スペース充実、2階建て住宅 2026年05月14日 住宅 空き家 https://www.vill.kijimadaira.lg.jp/empty_house/2026051200013/"
"木島平村","0","アクセス抜群、広い庭付き","https://www.vill.kijimadaira.lg.jp/empty_house/2025093000018/","アクセス抜群、広い庭付き アクセス抜群、広い庭付き 2025年09月30日 空き家 https://www.vill.kijimadaira.lg.jp/empty_house/2025093000018/"
"木島平村","0","敷地が広く便利な立地の土地","https://www.vill.kijimadaira.lg.jp/empty_house/2023060800029/","敷地が広く便利な立地の土地 敷地が広く便利な立地の土地 2023年06月08日 空き家 https://www.vill.kijimadaira.lg.jp/empty_house/2023060800029/"
"木島平村","0","健康づくり","https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kenkou/kenkouzukuri/","健康づくり 健康づくり 2026年07月13日 福祉 https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kenkou/kenkouzukuri/"
"木島平村","0","後期高齢者医療","https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kokuho/koukikourei/","後期高齢者医療 後期高齢者医療 2016年04月01日 福祉 https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kokuho/koukikourei/"
"木島平村","0","年金","https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kokuho/nenkin/","年金 年金 2018年11月21日 福祉 https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/kokuho/nenkin/"
"木島平村","0","地域体験活動","https://www.vill.kijimadaira.lg.jp/articles/2023030300061/","地域体験活動 地域体験活動 2022年6月15日 子育て https://www.vill.kijimadaira.lg.jp/articles/2023030300061/"
"木島平村","0","やまほいく","https://www.vill.kijimadaira.lg.jp/articles/2023030300030/","やまほいく やまほいく 2022年6月15日 子育て https://www.vill.kijimadaira.lg.jp/articles/2023030300030/"
"木島平村","0","八丈島で海の学習","https://www.vill.kijimadaira.lg.jp/articles/2023030300047/","八丈島で海の学習 八丈島で海の学習 2022年6月15日 子育て https://www.vill.kijimadaira.lg.jp/articles/2023030300047/"
"木島平村","0","ルクセンブルクとの国際交流","https://www.vill.kijimadaira.lg.jp/articles/2023030300054/","ルクセンブルクとの国際交流 ルクセンブルクとの国際交流 2022年10月15日 子育て https://www.vill.kijimadaira.lg.jp/articles/2023030300054/"
"木島平村","0","小学校の稲刈り","https://www.vill.kijimadaira.lg.jp/articles/2023030300078/","小学校の稲刈り 小学校の稲刈り 2022年6月15日 子育て https://www.vill.kijimadaira.lg.jp/articles/2023030300078/"
"木島平村","0","有機の里づくり","https://www.vill.kijimadaira.lg.jp/categories/kubun/hataraku/nougyou/yuukinosato/","有機の里づくり 有機の里づくり 2013年03月21日 農業 水産 https://www.vill.kijimadaira.lg.jp/categories/kubun/hataraku/nougyou/yuukinosato/"
"野沢温泉村","0","政策・計画","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000018/index.html","政策・計画 政策・計画 移住 空家 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000018/index.html"
"野沢温泉村","0","野沢温泉村移住・定住パンフレット","https://www.vill.nozawaonsen.nagano.jp/www/contents/1662426752639/index.html","野沢温泉村移住・定住パンフレット 野沢温泉村移住・定住パンフレット 移住 https://www.vill.nozawaonsen.nagano.jp/www/contents/1662426752639/index.html"
"野沢温泉村","0","野沢温泉村教育委員会","https://www.vill.nozawaonsen.nagano.jp/www/contents/1684829398966/index.html","野沢温泉村教育委員会 野沢温泉村教育委員会 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1684829398966/index.html"
"野沢温泉村","0","民法等の一部改正（父母の離婚後等の子の養育に関する見直し）について","https://www.vill.nozawaonsen.nagano.jp/www/contents/1779092964170/index.html","民法等の一部改正（父母の離婚後等の子の養育に関する見直し）について 民法等の一部改正（父母の離婚後等の子の養育に関する見直し）について 予防接種 https://www.vill.nozawaonsen.nagano.jp/www/contents/1779092964170/index.html"
"野沢温泉村","0","こども家庭センター","https://www.vill.nozawaonsen.nagano.jp/www/contents/1662950896749/index.html","こども家庭センター こども家庭センター 福祉 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1662950896749/index.html"
"野沢温泉村","0","「野沢温泉村新型インフルエンザ等対策行動計画」について","https://www.vill.nozawaonsen.nagano.jp/www/contents/1774517851080/index.html","「野沢温泉村新型インフルエンザ等対策行動計画」について 「野沢温泉村新型インフルエンザ等対策行動計画」について 福祉 https://www.vill.nozawaonsen.nagano.jp/www/contents/1774517851080/index.html"
"野沢温泉村","0","野沢温泉学園 &nbsp;地域支援センターだより","https://www.vill.nozawaonsen.nagano.jp/www/contents/1657495141720/index.html","野沢温泉学園 &nbsp;地域支援センターだより 野沢温泉学園 &nbsp;地域支援センターだより 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1657495141720/index.html"
"野沢温泉村","0","雑草イネの対策をしましょう！","https://www.vill.nozawaonsen.nagano.jp/www/contents/1723710073619/index.html","雑草イネの対策をしましょう！ 雑草イネの対策をしましょう！ 農業 https://www.vill.nozawaonsen.nagano.jp/www/contents/1723710073619/index.html"
"野沢温泉村","0","ふるさと学習副読本 おはなし のざわおんせん","https://www.vill.nozawaonsen.nagano.jp/www/contents/1716969293387/index.html","ふるさと学習副読本 おはなし のざわおんせん ふるさと学習副読本 おはなし のざわおんせん 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1716969293387/index.html"
"野沢温泉村","0","野沢温泉村スキー大会情報","https://www.vill.nozawaonsen.nagano.jp/www/contents/1711522484525/index.html","野沢温泉村スキー大会情報 野沢温泉村スキー大会情報 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1711522484525/index.html"
"野沢温泉村","0","野沢温泉小学校6年生 活動報告（道祖神祭り）","https://www.vill.nozawaonsen.nagano.jp/www/contents/1711001623095/index.html","野沢温泉小学校6年生 活動報告（道祖神祭り） 野沢温泉小学校6年生 活動報告（道祖神祭り） 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1711001623095/index.html"
"野沢温泉村","0","信州やまほいく（のざわこども園）","https://www.vill.nozawaonsen.nagano.jp/www/contents/1701241524043/index.html","信州やまほいく（のざわこども園） 信州やまほいく（のざわこども園） 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1701241524043/index.html"
"野沢温泉村","0","移住なび","https://www.vill.nozawaonsen.nagano.jp/www/genre/1652232427593/index.html","移住なび 移住なび 移住 住宅 https://www.vill.nozawaonsen.nagano.jp/www/genre/1652232427593/index.html"
"野沢温泉村","0","「第２次いのち支える野沢温泉村自殺予防対策計画」を策定しました","https://www.vill.nozawaonsen.nagano.jp/www/contents/1756773358871/index.html","「第２次いのち支える野沢温泉村自殺予防対策計画」を策定しました 「第２次いのち支える野沢温泉村自殺予防対策計画」を策定しました 福祉 https://www.vill.nozawaonsen.nagano.jp/www/contents/1756773358871/index.html"
"野沢温泉村","0","健康・医療","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000028/index.html","健康・医療 健康・医療 福祉 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000028/index.html"
"野沢温泉村","0","国保・助成","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000029/index.html","国保・助成 国保・助成 福祉 不妊 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000029/index.html"
"野沢温泉村","0","検診","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000030/index.html","検診 検診 福祉 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000030/index.html"
"野沢温泉村","0","予防・対策","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000031/index.html","予防・対策 予防・対策 福祉 予防接種 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000031/index.html"
"野沢温泉村","0","福祉","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000032/index.html","福祉 福祉 福祉 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000032/index.html"
"野沢温泉村","0","野沢温泉村公共下水道・農業集落排水施設の沿革","https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000133/index.html","野沢温泉村公共下水道・農業集落排水施設の沿革 野沢温泉村公共下水道・農業集落排水施設の沿革 平成27年4月1日 農業 https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000133/index.html"
"野沢温泉村","0","クマとの遭遇にご注意ください","https://www.vill.nozawaonsen.nagano.jp/www/contents/1726534937528/index.html","クマとの遭遇にご注意ください クマとの遭遇にご注意ください 農業 https://www.vill.nozawaonsen.nagano.jp/www/contents/1726534937528/index.html"
"野沢温泉村","0","人・農地プランから地域計画へ","https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000270/index.html","人・農地プランから地域計画へ 人・農地プランから地域計画へ 農業 https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000270/index.html"
"野沢温泉村","0","農地取得に係る下限面積の見直しについて","https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000247/index.html","農地取得に係る下限面積の見直しについて 農地取得に係る下限面積の見直しについて 平成29年2月14日 農業 https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000247/index.html"
"木島平村","-2","村の補助事業一覧","https://www.vill.kijimadaira.lg.jp/categories/kubun/gyousei/hojo/","村の補助事業一覧 村の補助事業一覧 移住 林業 福祉 https://www.vill.kijimadaira.lg.jp/categories/kubun/gyousei/hojo/"
"高山村","-3","サイトマップ","https://www.vill.takayama.nagano.jp/sitemap/","サイトマップ サイトマップ 移住 事業者 農業 林業 福祉 子育て 予防接種 https://www.vill.takayama.nagano.jp/sitemap/"
"小布施町","-3","行政トップ - 小布施町","https://www.town.obuse.nagano.jp/gyosei.html","行政トップ - 小布施町 補助金 子育て https://www.town.obuse.nagano.jp/gyosei.html"
"小布施町","-3","まちづくり・移住トップページ - 小布施町","https://www.town.obuse.nagano.jp/machidukuriiju/","まちづくり・移住トップページ - 小布施町 移住 https://www.town.obuse.nagano.jp/machidukuriiju/"
"小布施町","-3","ふるさと納税ワンストップ特例制度について","https://www.town.obuse.nagano.jp/docs/one-stop.html","ふるさと納税ワンストップ特例制度について ふるさと納税ワンストップ特例制度について 福祉 https://www.town.obuse.nagano.jp/docs/one-stop.html"
"小布施町","-4","【選定結果】小布施町モビリティ人材・組織育成事業支援業務委託に係る公募型プロポーザルの実施について","https://www.town.obuse.nagano.jp/docs/333074.html","【選定結果】小布施町モビリティ人材・組織育成事業支援業務委託に係る公募型プロポーザルの実施について 【選定結果】小布施町モビリティ人材・組織育成事業支援業務委託に係る公募型プロポーザルの実施について 令和8年5月22日 事業者 福祉 https://www.town.obuse.nagano.jp/docs/333074.html"
"小布施町","-4","小布施町“町全体”活性化協議会メンバー（第2期） 募集のお知らせ","https://www.town.obuse.nagano.jp/docs/317997.html","小布施町“町全体”活性化協議会メンバー（第2期） 募集のお知らせ 小布施町“町全体”活性化協議会メンバー（第2期） 募集のお知らせ 令和7年10月10日 事業者 農業 https://www.town.obuse.nagano.jp/docs/317997.html"
"小布施町","-5","役場の組織","https://www.town.obuse.nagano.jp/group.html","役場の組織 役場の組織 住宅 農業 林業 福祉 https://www.town.obuse.nagano.jp/group.html"
"野沢温泉村","-5","広報","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000064/index.html","広報 広報 移住 農業 福祉 子育て https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000064/index.html"
"高山村","-6","高山村指定避難所一覧","https://www.vill.takayama.nagano.jp/docs/7759734.html","高山村指定避難所一覧 高山村指定避難所一覧 農業 福祉 https://www.vill.takayama.nagano.jp/docs/7759734.html"
"小布施町","-6","須高地域内エコシステム推進協議会について","https://www.town.obuse.nagano.jp/docs/335972.html","須高地域内エコシステム推進協議会について 須高地域内エコシステム推進協議会について 事業者 https://www.town.obuse.nagano.jp/docs/335972.html"
"野沢温泉村","-6","広報10月号折込みの「今後の国民健康保険証について」の文章の訂正","https://www.vill.nozawaonsen.nagano.jp/www/contents/1729838477499/index.html","広報10月号折込みの「今後の国民健康保険証について」の文章の訂正 広報10月号折込みの「今後の国民健康保険証について」の文章の訂正 福祉 https://www.vill.nozawaonsen.nagano.jp/www/contents/1729838477499/index.html"
"山ノ内町","-7","組織から探す","https://www.town.yamanouchi.nagano.jp/soshiki/index.html","組織から探す 組織から探す 移住 農業 福祉 https://www.town.yamanouchi.nagano.jp/soshiki/index.html"
"山ノ内町","-8","サイトマップ","https://www.town.yamanouchi.nagano.jp/sitemap.html","サイトマップ サイトマップ 2024年04月09日 福祉 子育て https://www.town.yamanouchi.nagano.jp/sitemap.html"
"野沢温泉村","-8","トピックス一覧","https://www.vill.nozawaonsen.nagano.jp/www/topics.html","トピックス一覧 トピックス一覧 移住 https://www.vill.nozawaonsen.nagano.jp/www/topics.html"
